Node,"No delivery due to covid","L1 and L2 places attended - 2019/20","No. of Instructors","Level 3 Places Attended (2018/19)","Levels 1 and 2 Places Attended (2018/19)","L3 places attended - 2019/20","Number of schools","Level 3 Places Attended (2020/21)","% schools that booked Bikeability","Plus Places Attended (2020/21)","Levels 1 and 2 places attended (2020/21)"
SP4,,169,1,0,151,0,20,0,55,0,54
SP5,,91,0,0,123,0,14,0,43,0,61
SP6,,24,0,0,86,0,9,0,56,0,93
SP7,,68,0,19,91,27,8,11,38,0,4
SP8,,43,0,6,59,9,7,0,0,0,0
SP9,YES,38,0,0,11,0,5,0,40,0,0
SP10,,424,0,0,0,0,19,0,21,120,129
SP11,,255,0,0,24,6,22,0,41,30,123
SR1,,0,0,0,0,0,1,0,0,0,0
SR2,,221,2,0,209,0,19,0,16,2,8
SR3,,270,2,0,225,0,17,0,24,3,15
SR4,YES,199,1,0,184,0,16,0,31,0,0
SR5,,263,5,0,214,231,16,0,44,23,74
SR6,YES,294,2,0,385,0,11,0,18,0,0
SR7,YES,283,1,0,273,0,11,0,9,0,0
SR8,,154,0,0,93,0,20,0,30,0,129
SS0,YES,299,4,37,340,117,14,0,7,0,0
SS1,,66,4,11,301,0,6,0,50,0,186
SS2,,83,1,0,267,0,13,0,8,149,0
SS3,,69,0,0,129,0,9,0,44,0,24
SS4,,55,1,0,0,0,10,0,30,0,48
SS5,,118,2,0,0,0,5,0,20,0,24
SS6,,168,2,0,0,0,10,0,10,0,24
SS7,,217,6,0,0,0,18,36,44,18,132
SS8,,97,1,0,0,0,12,0,17,0,42
SS9,,694,5,3,412,0,18,0,39,0,348
SS11,,17,0,0,18,0,5,0,40,0,42
SS12,,75,0,0,54,18,7,0,71,0,14
SS13,YES,16,0,0,18,0,7,0,14,0,0
SS14,YES,41,0,0,9,40,10,0,50,0,0
SS15,,67,3,0,64,0,9,0,33,0,24
SS16,,49,3,148,55,65,10,27,40,0,23
SS17,,336,2,0,390,0,11,0,64,0,153
ST1,,118,1,0,149,0,14,0,21,120,101
ST2,,274,2,0,375,0,15,0,27,6,209
ST3,,519,1,12,587,71,27,0,19,0,318
ST4,,661,0,319,622,344,22,269,36,338,357
ST5,,675,1,102,741,165,38,82,39,86,647
ST6,,583,0,70,762,126,26,0,27,60,364
ST7,,507,2,0,422,3,28,0,29,120,473
ST8,,55,0,40,72,48,10,27,20,34,118
ST9,,186,0,104,224,66,8,0,38,0,131
ST10,,114,1,0,182,30,19,0,37,0,374
ST11,,197,1,59,254,0,9,55,33,55,96
ST12,,0,0,0,23,0,2,0,50,0,25
ST13,,139,1,0,95,80,17,24,12,24,17
ST14,,112,4,33,45,36,17,48,18,98,314
ST15,,321,3,0,527,56,11,0,45,98,604
ST16,,235,0,63,227,57,10,0,50,100,29
ST17,,854,1,92,923,76,22,0,50,76,1007
ST18,,152,2,207,194,91,13,0,54,20,325
ST19,,0,0,0,0,0,14,60,7,60,48
ST20,,117,0,0,70,0,3,0,100,0,192
ST21,,54,1,0,37,0,3,0,0,0,0
SW1E,,0,0,0,0,0,1,0,0,0,0
SW1H,,0,0,0,0,0,1,0,0,0,0
SW1P,,0,1,0,0,0,10,0,0,0,0
SW1V,,0,0,0,0,0,7,0,0,0,0
SW1W,,0,0,0,0,0,5,0,0,0,0
SW1X,,0,0,0,0,0,5,0,0,0,0
SW2,,0,7,0,0,0,16,0,0,0,0
SW3,,0,0,0,0,0,10,0,0,0,0
SW4,,0,1,0,0,0,17,0,0,0,0
SW5,,0,0,0,0,0,5,0,0,0,0
SW6,,0,1,0,0,0,25,0,0,0,0
SW7,,0,0,0,0,0,9,0,0,0,0
SW8,,0,0,0,0,0,9,0,0,0,0
SW9,,0,4,0,0,0,12,0,0,0,0
SW10,,0,0,0,0,0,6,0,0,0,0
SW11,,0,1,0,0,0,24,0,0,0,0
SW12,,0,0,0,0,0,16,0,0,0,0
SW13,,0,0,0,0,0,6,0,0,0,0
SW14,,0,0,0,0,0,6,0,0,0,0
SW15,,0,1,0,0,0,26,0,0,0,0
SW16,,0,4,0,0,0,16,0,0,0,0
SW17,,0,1,0,0,0,24,0,0,0,0
SW18,,0,2,0,0,0,18,0,0,0,0
SW19,,0,1,0,0,0,31,0,0,0,0
SW20,,0,0,0,0,0,14,0,0,0,0
SY1,,340,1,0,190,27,13,3,31,0,91
SY2,,128,0,0,79,55,8,0,25,0,41
SY3,,110,6,69,125,25,12,24,25,0,33
SY4,,200,0,0,148,14,20,94,35,0,89
SY5,,116,2,6,160,59,13,0,38,0,44
SY6,,72,0,0,42,22,4,0,50,0,20
SY7,,82,0,10,128,0,11,13,18,0,30
SY8,,156,0,0,152,0,9,0,22,0,21
SY9,YES,0,0,29,0,0,3,0,33,0,0
SY10,,110,1,0,118,0,7,0,43,0,30
SY11,,110,0,0,191,100,12,0,33,0,56
SY12,,50,0,0,22,0,6,0,50,0,24
SY13,,38,1,1,16,14,10,0,0,0,0
SY14,,0,1,0,39,0,5,0,0,0,0
SY15,,0,0,0,0,0,1,0,0,0,0
SY16,,0,1,0,0,0,0,0,0,0,0
SY22,,0,1,0,0,0,0,0,0,0,0
TA1,,155,1,0,177,0,16,0,31,0,124
TA2,,78,2,0,92,0,18,0,22,0,69
TA3,,137,2,0,85,0,11,0,45,0,117
TA4,,132,0,0,76,0,11,0,64,0,208
TA5,,12,0,0,14,0,7,0,29,0,30
TA6,,105,1,0,134,0,21,0,33,0,138
TA7,,96,0,0,92,0,10,0,40,0,65
TA8,,12,0,0,47,0,4,0,25,0,12
TA9,,12,0,0,21,0,8,0,0,0,0
TA10,,88,0,0,105,0,6,0,67,0,110
TA11,,36,0,0,39,0,5,0,40,0,36
TA12,,42,0,0,36,0,3,0,67,0,54
TA13,,24,0,0,24,0,2,0,100,0,18
TA14,,6,0,0,12,0,3,0,67,0,30
TA15,,0,0,0,0,0,1,0,100,0,24
TA16,,0,0,0,0,0,1,0,0,0,0
TA17,,0,0,0,0,0,1,0,0,0,0
TA18,,0,0,0,0,0,8,0,0,0,0
TA19,,12,0,0,0,0,6,0,17,0,31
TA20,,66,0,0,84,0,11,0,27,0,51
TA21,,59,1,0,44,0,13,0,54,0,88
TA22,,24,0,0,22,0,2,0,50,0,18
TA23,,0,0,0,0,0,2,0,0,0,0
TA24,,0,1,0,0,0,9,0,0,0,0
TD15,,117,2,0,49,0,16,0,0,0,0
TF1,,54,0,0,95,0,15,0,13,0,96
TF2,,145,2,0,62,0,17,0,12,0,84
TF3,,76,2,0,109,0,10,0,10,0,72
TF4,,47,2,0,18,0,11,0,0,0,0
TF5,,41,0,0,120,0,1,0,0,0,0
TF6,,27,0,0,29,0,5,0,20,0,36
TF7,,77,0,0,85,0,10,0,0,0,0
TF8,,22,0,0,19,0,2,0,0,0,0
TF9,,102,1,0,101,0,14,0,29,0,44
TF10,,145,1,0,230,0,12,0,17,0,96
TF11,,114,1,0,50,0,7,0,14,0,17
TF12,,31,0,14,89,0,3,18,67,0,27
TF13,,0,0,0,22,0,3,0,33,0,17
TN1,,0,0,0,0,0,1,0,0,0,0
TN2,,49,0,0,56,2,12,0,8,0,64
TN3,,121,0,0,50,0,9,0,22,0,28
TN4,,223,3,0,34,0,16,20,31,0,117
TN5,,106,0,0,71,0,6,0,33,30,0
TN6,,133,0,0,169,0,9,0,44,0,44
TN7,YES,26,0,0,20,0,2,0,50,0,0
TN8,,15,0,0,9,0,6,0,17,0,22
TN9,,44,0,32,40,0,9,11,22,0,49
TN10,,26,0,0,16,0,6,0,0,0,0
TN11,,131,0,0,78,0,13,0,31,0,65
TN12,,89,2,0,30,0,10,0,0,0,0
TN13,,171,0,0,211,0,16,0,13,0,77
TN14,,100,2,0,174,0,10,0,20,0,40
TN15,,91,0,63,74,0,14,0,7,0,13
TN16,,13,3,0,0,0,7,0,29,0,43
TN17,,60,0,0,67,0,12,0,25,0,53
TN18,,40,0,0,40,0,4,0,0,0,0
TN19,YES,57,1,0,32,0,3,0,67,0,0
TN20,,21,0,0,13,0,4,0,25,0,21
TN21,,125,1,0,106,0,8,0,75,24,120
TN22,,216,2,0,288,0,16,0,69,0,75
TN23,,426,0,0,0,95,15,61,67,94,377
TN24,,72,1,0,0,0,13,0,31,0,212
TN25,,220,3,0,34,0,15,0,47,0,141
TN26,,70,0,0,30,0,4,0,50,0,46
TN27,,75,0,0,31,0,8,0,38,0,12
TN28,,0,0,0,0,0,3,0,0,0,0
TN29,,47,0,0,35,0,4,0,25,0,11
TN30,,34,0,0,0,0,6,0,0,0,0
TN31,,36,0,0,79,0,8,0,63,0,44
TN32,,71,1,0,43,0,7,0,43,0,28
TN33,,172,3,0,134,0,9,0,67,0,74
TN34,YES,32,2,0,45,0,6,0,50,0,0
TN35,YES,69,0,0,49,0,8,0,50,0,0
TN36,YES,15,0,0,13,0,2,0,50,0,0
TN37,,93,1,0,67,0,6,0,67,0,42
TN38,,37,0,0,49,0,9,0,44,0,11
TN39,YES,40,1,0,0,54,6,0,67,0,0
TN40,,50,0,0,61,0,7,0,57,0,30
TQ1,,241,2,0,240,49,14,4,29,0,101
TQ2,,235,4,0,273,92,13,0,23,0,140
TQ3,,250,0,0,99,83,7,8,57,12,116
TQ4,,216,1,0,172,0,5,0,20,0,28
TQ5,,139,0,0,80,12,7,0,71,0,63
TQ6,YES,0,0,0,39,24,4,0,50,0,0
TQ7,YES,195,0,0,129,0,9,0,22,0,0
TQ8,,11,1,0,13,0,1,0,0,0,0
TQ9,,179,4,22,108,40,18,0,39,0,92
TQ10,,52,0,0,47,0,1,0,0,0,0
TQ11,YES,40,0,0,21,0,2,0,50,0,0
TQ12,,429,2,212,432,190,27,0,56,0,121
TQ13,,199,3,0,128,0,14,0,36,0,39
TQ14,YES,163,0,0,94,9,7,0,29,0,0
TR1,,24,0,0,0,0,11,0,27,0,23
TR2,,45,0,0,0,0,9,0,56,0,63
TR3,,36,3,0,0,0,7,0,71,0,81
TR4,,32,0,0,0,0,11,0,27,0,24
TR5,,0,0,0,0,0,2,0,0,0,0
TR6,,0,0,0,0,0,1,0,0,0,0
TR7,,56,0,0,0,0,6,0,33,0,121
TR8,,30,0,0,0,0,5,0,20,0,21
TR9,,42,0,0,0,0,2,0,50,0,36
TR10,,21,0,0,0,0,3,0,67,0,24
TR11,,59,0,0,0,0,10,0,30,0,98
TR12,,65,0,0,0,0,9,0,44,0,36
TR13,,11,0,0,0,0,12,0,42,0,66
TR14,,36,2,0,0,0,14,0,36,0,71
TR15,,33,1,0,0,0,7,0,0,0,0
TR16,,29,1,0,0,0,7,0,43,0,24
TR17,,7,0,0,0,0,1,0,0,0,0
TR18,,112,2,0,0,0,9,0,67,29,46
TR19,,30,0,0,0,0,7,0,71,0,41
TR20,,63,1,0,0,0,8,0,38,0,69
TR21,,0,0,0,0,0,1,0,0,0,0
TR26,,8,1,0,0,0,4,0,25,0,20
TR27,,53,0,0,0,0,8,0,50,0,81
TS1,,18,0,0,59,0,5,0,0,0,0
TS2,,0,0,0,0,0,1,0,0,0,0
TS3,,118,0,0,120,0,19,0,0,0,0
TS4,,131,0,0,137,0,9,0,0,0,0
TS5,,181,3,0,162,0,12,0,8,2,2
TS6,,169,0,0,278,0,15,0,33,32,89
TS7,,32,0,0,21,0,11,0,9,2,2
TS8,,77,0,0,69,0,7,0,29,0,41
TS9,,58,2,0,57,0,8,0,0,0,0
TS10,,152,0,24,89,13,15,0,33,101,48
TS11,,0,1,0,0,0,5,0,20,0,53
TS12,,177,2,0,152,0,10,0,0,0,0
TS13,,21,0,0,0,0,6,0,0,0,0
TS14,,162,0,0,102,0,7,0,57,0,12
TS15,,80,0,0,70,0,8,0,38,0,45
TS16,,90,0,0,72,0,7,0,14,0,25
TS17,,30,0,0,223,0,18,0,6,0,71
TS18,,24,1,0,0,0,8,0,0,0,0
TS19,,52,2,0,89,0,17,0,0,0,0
TS20,,22,1,0,0,0,9,0,0,0,0
TS21,YES,5,0,0,118,0,7,0,14,0,0
TS22,,106,0,0,56,0,5,0,0,0,0
TS23,,44,0,0,68,0,11,0,9,0,15
TS24,,15,0,0,25,0,11,0,0,0,0
TS25,,184,0,0,60,0,18,0,0,0,0
TS26,,175,2,7,88,0,7,0,0,0,0
TS27,,63,0,0,75,0,7,0,14,0,6
TS28,,0,0,0,0,0,4,0,0,0,0
TS29,,0,0,0,14,0,3,0,0,0,0
TW1,,0,4,0,0,0,10,0,0,0,0
TW2,,0,4,0,0,0,17,0,0,0,0
TW3,,0,4,0,0,0,10,0,0,0,0
TW4,,0,0,0,0,0,8,0,0,0,0
TW5,,0,0,0,0,0,10,0,0,0,0
TW7,,0,0,0,0,0,16,0,0,0,0
TW8,,0,0,0,0,0,7,0,0,0,0
TW9,,0,2,0,0,0,10,0,0,0,0
TW10,,0,1,0,0,0,12,0,0,0,0
TW11,,0,3,0,0,0,7,0,0,0,0
TW12,,0,5,0,0,0,11,0,0,0,0
TW13,,0,1,0,0,0,15,0,0,0,0
TW14,,0,0,0,0,0,8,0,0,0,0
TW15,,226,4,0,236,0,9,0,56,0,87
TW16,,103,3,0,49,0,9,0,22,0,32
TW17,,79,0,0,24,0,6,0,0,0,0
TW18,YES,172,1,0,210,0,8,0,50,0,0
TW19,,26,1,0,35,0,3,0,0,0,0
TW20,,129,0,0,167,0,10,0,30,0,30
UB1,,0,0,0,0,0,16,0,0,0,0
UB2,,0,0,0,0,0,14,0,0,0,0
UB3,,0,1,0,0,0,15,0,0,0,0
UB4,,0,0,0,0,0,16,0,0,0,0
UB5,,0,1,0,0,0,12,0,0,0,0
UB6,,0,2,0,0,0,15,0,0,0,0
UB7,,0,3,0,0,0,12,0,0,0,0
UB8,,0,2,0,0,0,15,0,0,0,0
UB9,,0,1,0,0,0,5,0,0,0,0
UB10,,0,9,0,0,0,16,0,0,0,0
W1B,,0,0,0,0,0,3,0,0,0,0
W1D,,0,0,0,0,0,1,0,0,0,0
W1G,,0,0,0,0,0,1,0,0,0,0
W1H,,0,0,0,0,0,6,0,0,0,0
W1J,,0,0,0,0,0,1,0,0,0,0
W1K,,0,1,0,0,0,1,0,0,0,0
W1U,,0,0,0,0,0,3,0,0,0,0
W1W,,0,0,0,0,0,1,0,0,0,0
W2,,0,2,0,0,0,15,0,0,0,0
W3,,0,3,0,0,0,21,0,0,0,0
W4,,0,3,0,0,0,14,0,0,0,0
W5,,0,0,0,0,0,17,0,0,0,0
W6,,0,0,0,0,0,24,0,0,0,0
W7,,0,1,0,0,0,11,0,0,0,0
W8,,0,0,0,0,0,7,0,0,0,0
W9,,0,1,0,0,0,12,0,0,0,0
W10,,0,0,0,0,0,23,0,0,0,0
W11,,0,2,0,0,0,12,0,0,0,0
W12,,0,3,0,0,0,21,0,0,0,0
W13,,0,1,0,0,0,10,0,0,0,0
W14,,0,0,0,0,0,13,0,0,0,0
WA1,,151,2,121,88,78,11,0,36,26,120
WA2,,250,1,0,218,9,17,0,29,0,64
WA3,,178,1,11,326,59,23,0,22,0,77
WA4,,273,3,0,190,99,24,12,21,0,96
WA5,,355,0,157,528,148,23,0,35,0,141
WA6,,151,0,15,122,0,12,0,50,0,56
WA7,,260,3,6,277,18,40,0,30,0,172
WA8,,185,2,19,185,0,30,0,20,0,177
WA9,,194,1,0,0,0,21,0,5,0,33
WA10,,126,1,0,0,0,13,0,8,0,19
WA11,,135,0,0,0,0,14,0,0,0,0
WA12,,207,0,0,0,0,10,19,20,0,18
WA13,,168,1,0,122,26,6,0,33,27,81
WA14,,259,1,0,292,0,16,0,6,0,50
WA15,,333,2,0,352,0,18,0,6,0,18
WA16,,330,2,79,177,89,12,0,17,60,118
WC1A,,0,0,0,0,0,1,0,0,0,0
WC1B,,0,0,0,0,0,1,0,0,0,0
WC1H,,0,0,0,0,0,1,0,0,0,0
WC1N,,0,0,0,0,0,3,0,0,0,0
WC2B,,0,0,0,0,0,2,0,0,0,0
WC2E,,0,0,0,0,0,1,0,0,0,0
WD3,,292,1,63,320,42,25,0,36,0,123
WD4,,43,0,0,47,0,4,0,25,0,27
WD5,YES,82,0,0,101,0,5,0,20,0,0
WD6,,65,1,0,47,0,17,0,0,0,0
WD7,,160,0,0,97,0,9,0,33,0,32
WD17,YES,44,1,0,36,0,8,0,13,0,0
WD18,,63,3,0,45,12,12,0,25,0,66
WD19,,90,0,0,86,0,9,0,0,0,0
WD23,,120,0,14,136,0,20,0,20,0,36
WD24,,18,0,0,14,0,7,0,29,0,67
WD25,,41,0,0,32,0,17,0,12,0,22
WF1,,208,1,0,163,0,19,0,16,0,125
WF2,,277,0,0,181,0,21,0,10,0,77
WF3,,380,0,48,279,48,13,0,46,6,255
WF4,,376,3,0,253,0,24,0,29,45,183
WF5,,219,0,0,176,0,12,0,8,0,28
WF6,,73,0,0,40,0,10,0,10,0,30
WF7,,102,1,0,64,0,13,0,23,0,102
WF8,,196,4,0,221,0,17,0,0,0,0
WF9,,96,0,0,149,0,18,0,6,0,28
WF10,,92,1,0,47,0,18,0,11,0,47
WF11,,29,1,0,49,0,8,0,0,0,0
WF12,,113,2,0,0,0,18,0,39,40,97
WF13,,285,0,0,0,0,15,0,40,21,42
WF14,,195,2,0,0,0,8,0,38,0,136
WF15,,183,1,0,0,0,9,0,78,89,102
WF16,,112,0,0,0,4,5,0,40,67,28
WF17,,374,3,0,0,6,27,0,63,141,200
WN1,,43,1,0,82,0,9,0,11,0,20
WN2,,316,0,0,151,12,27,0,22,0,22
WN3,,138,1,0,165,0,12,0,17,0,40
WN4,,113,1,0,105,0,14,0,29,0,10
WN5,,103,2,0,80,0,16,0,0,0,0
WN6,,294,0,0,176,0,16,0,31,0,70
WN7,,148,1,6,90,0,19,0,16,0,26
WN8,,188,2,0,0,0,31,0,19,0,121
WR1,YES,39,0,0,33,0,5,0,20,0,0
WR2,,182,1,0,223,0,13,0,46,0,120
WR3,,187,1,0,148,14,9,0,33,0,98
WR4,YES,64,0,0,33,0,8,0,13,0,0
WR5,,220,3,0,87,0,15,0,27,0,53
WR6,,153,1,0,72,0,11,0,18,0,26
WR7,YES,35,1,0,43,0,4,0,75,0,0
WR8,,83,0,38,69,27,5,0,60,0,63
WR9,,207,2,0,165,0,14,0,43,0,25
WR10,,151,1,0,136,0,13,0,38,0,27
WR11,,336,5,0,333,19,23,0,35,0,66
WR12,,45,0,0,50,0,4,0,75,0,27
WR13,YES,32,0,0,47,0,8,0,25,0,0
WR14,,202,2,0,217,0,15,0,40,0,53
WR15,,40,0,0,18,0,4,0,25,0,18
WS1,,60,0,18,88,0,16,0,0,0,0
WS2,,103,0,0,117,0,19,0,0,0,0
WS3,,262,3,0,213,0,25,0,8,30,12
WS4,,47,0,0,69,0,9,0,11,0,20
WS5,,41,1,0,40,6,7,0,0,0,0
WS6,,86,0,0,357,0,7,0,0,0,0
WS7,,283,2,0,260,0,11,0,27,0,264
WS8,,94,0,0,107,0,9,0,0,0,0
WS9,,180,4,36,189,36,12,0,17,0,86
WS10,,116,1,18,60,18,22,0,18,30,49
WS11,,330,2,75,295,77,18,24,39,63,421
WS12,,489,2,82,428,33,14,24,36,24,584
WS13,,241,0,0,298,0,16,60,50,43,501
WS14,,284,0,0,240,24,8,0,38,0,86
WS15,,336,0,0,305,21,19,24,21,24,204
WV1,,181,0,87,188,110,7,0,0,0,0
WV2,,0,0,0,7,0,5,0,0,0,0
WV3,,416,6,4,543,0,13,0,0,0,0
WV4,,200,2,34,173,0,20,0,0,0,0
WV5,,108,2,0,125,0,8,0,13,0,57
WV6,,290,2,0,124,42,22,60,5,60,120
WV7,,18,0,0,0,0,3,0,0,0,0
WV8,,224,0,171,158,129,9,18,11,18,80
WV9,,0,0,0,17,0,2,0,0,0,0
WV10,,274,2,0,175,0,23,0,0,0,0
WV11,,297,0,27,403,0,16,0,0,0,0
WV12,,127,1,0,69,0,11,0,0,0,0
WV13,,68,1,0,54,0,5,0,0,0,0
WV14,YES,49,1,30,223,66,22,0,5,0,0
WV15,,0,0,0,0,0,3,0,0,0,0
WV16,,67,0,0,39,0,9,0,33,0,27
YO7,,0,1,0,68,0,17,0,12,0,14
YO8,,145,2,0,209,0,25,0,20,0,48
YO10,,140,2,38,132,15,11,0,18,0,49
YO11,YES,84,2,0,68,0,13,0,8,0,0
YO12,,249,3,0,183,0,13,14,54,0,85
YO13,,68,3,0,102,0,7,0,0,0,0
YO14,YES,64,1,0,52,0,4,0,25,0,0
YO15,,18,0,0,31,0,4,0,0,0,0
YO16,YES,67,0,0,33,0,10,0,20,0,0
YO17,,39,3,0,105,0,15,0,20,0,10
YO18,,53,1,0,76,0,6,0,33,0,58
YO19,,41,1,0,38,14,7,0,0,0,0
YO21,YES,6,2,0,26,0,14,0,7,0,0
YO22,,45,0,0,43,5,7,0,0,0,0
YO23,,179,4,37,157,83,10,56,50,0,142
YO24,YES,53,1,24,91,59,12,0,8,0,0
YO25,YES,195,2,0,242,0,20,0,10,0,0
YO26,,112,1,90,153,105,14,0,21,0,76
YO30,,25,3,26,27,25,10,7,30,0,71
YO31,,96,1,0,118,0,9,16,22,0,33
YO32,,216,1,106,254,90,9,0,44,36,42
YO41,,128,1,0,45,0,7,0,0,0,0
YO42,,35,3,0,61,0,9,0,11,0,9
YO43,YES,0,1,0,72,0,6,0,33,0,0
YO51,,18,1,0,53,0,5,0,40,0,27
YO60,,0,1,0,39,0,5,0,0,0,0
YO61,,52,0,0,99,0,10,0,30,0,70
YO62,YES,39,1,0,90,0,12,0,17,0,0
